Full Name,Year,Type of Publication,Title,List of Coauthors,Num of Coauthors,Venue,CORE Rank
Bo An,2020,Informal Publication,Commission Fee is not Enough: A Hierarchical Reinforced Framework for Portfolio Management.,"['Rundong Wang', 'Hongxin Wei', 'Zhouyan Feng', 'Jun Yao', 'Bo An']",4,CoRR,Unknown
Bo An,2019,Journal Article,A branch and price algorithm for EOS constellation imaging and downloading integrated scheduling problem.,"['Xiaoxuan Hu', 'Waiming Zhu', 'Peng Jin', 'Wei Xia', 'Bo An']",4,Comput. Oper. Res.,Unknown
Bo An,2019,Journal Article,Protecting internet infrastructure against link flooding attacks: A techno-economic perspective.,"['Xiaobo Ma', 'Jianfeng Li', 'Yajuan Tang', 'Xiaohong Guan', 'Bo An']",4,Inf. Sci.,Unknown
Bo An,2019,Journal Article,Competitive Cloud Pricing for Long-Term Revenue Maximization.,"['Jiang Rong', 'Tao Qin', 'Bo An']",2,J. Comput. Sci. Technol.,Unknown
Bo An,2019,Journal Article,Strategic Social Team Crowdsourcing: Forming a Team of Truthful Workers for Crowdsourcing in Social Networks.,"['Wanyuan Wang', 'Zhanpeng He', 'Peng Shi', 'Weiwei Wu', 'Yichuan Jiang', 'Zhifeng Hao', 'Bing Chen', 'Bo An']",7,IEEE Trans. Mob. Comput.,Unknown
Bo An,2019,Journal Article,Batch Allocation for Tasks with Overlapping Skill Requirements in Crowdsourcing.,"['Jiuchuan Jiang', 'Yichuan Jiang', 'Peng Shi', 'Zhan Bu', 'Jie Cao', 'Bo An']",5,IEEE Trans. Parallel Distributed Syst.,Unknown
Bo An,2019,Conference Paper,A Memetic Approach for Sequential Security Games on a Plane with Moving Targets.,"['Jan Karwowski', 'Jacek Mandziuk', 'Adam Zychowski', 'Filip Grajek', 'Bo An']",4,AAAI,B
Bo An,2019,Conference Paper,Optimal Interdiction of Urban Criminals with the Aid of Real-Time Information.,"['Youzhi Zhang', 'Qingyu Guo', 'Long Tran-Thanh', 'Nicholas R. Jennings', 'Bo An']",4,AAAI,B
Bo An,2019,Conference Paper,On the Inducibility of Stackelberg Equilibrium for Security Games.,"['Qingyu Guo', 'Jiarui Gan', 'Fei Fang', 'Long Tran-Thanh', 'Milind Tambe', 'Bo An']",5,AAAI,B
Bo An,2019,Conference Paper,Partial Label Learning with Self-Guided Retraining.,"['Lei Feng', 'Bo An']",1,AAAI,B
Bo An,2019,Conference Paper,Collaboration Based Multi-Label Learning.,"['Lei Feng', 'Shuo He', 'Bo An']",2,AAAI,B
Bo An,2019,Conference Paper,Competitive Bridge Bidding with Deep Neural Networks.,"['Jiang Rong', 'Tao Qin', 'Bo An']",2,AAMAS,A*
Bo An,2019,Conference Paper,Efficient City-Scale Patrolling Using Decomposition and Grafting.,"['Wanyuan Wang', 'Zichen Dong', 'Yichuan Jiang', 'Bo An']",3,AAMAS,A*
Bo An,2019,Conference Paper,Choosing Protection: User Investments in Security Measures for Cyber Risk Management.,"['Yoav Ben Yaakov', 'Xinrun Wang', 'Joachim Meyer', 'Bo An']",3,GameSec,Unknown
Bo An,2019,Conference Paper,When Players Affect Target Values: Modeling and Solving Dynamic Partially Observable Security Games.,"['Xinrun Wang', 'Milind Tambe', 'Branislav Bosanský', 'Bo An']",3,GameSec,Unknown
Bo An,2019,Conference Paper,InBEDE: Integrating Contextual Bandit with TD Learning for Joint Pricing and Dispatch of Ride-Hailing Platforms.,"['Haipeng Chen', 'Yan Jiao', 'Zhiwei (Tony) Qin', 'Xiaocheng Tang', 'Hao Li', 'Hongtu Zhu', 'Jieping Ye', 'Bo An']",7,ICDM,A*
Bo An,2019,Conference Paper,Partial Label Learning by Semantic Difference Maximization.,"['Lei Feng', 'Bo An']",1,IJCAI,A*
Bo An,2019,Conference Paper,Dynamic Electronic Toll Collection via Multi-Agent Deep Reinforcement Learning with Edge-Based Graph Convolutional Networks.,"['Wei Qiu', 'Haipeng Chen', 'Bo An']",2,IJCAI,A*
Bo An,2019,Conference Paper,Who Should Pay the Cost: A Game-theoretic Model for Government Subsidized Investments to Improve National Cybersecurity.,"['Xinrun Wang', 'Hau Chan', 'Bo An']",2,IJCAI,A*
Bo An,2019,Conference Paper,Manipulating a Learning Defender and Ways to Counteract.,"['Jiarui Gan', 'Qingyu Guo', 'Long Tran-Thanh', 'Michael J. Wooldridge', 'Bo An']",4,NeurIPS,A*
Bo An,2019,Conference Paper,Social Cost Guarantees in Smart Route Guidance.,"['Paolo Serafino', 'Carmine Ventre', 'Long Tran-Thanh', 'Nick R. Jennings', 'Zhang Jie', 'Bo An']",5,PRICAI (2),Unknown
Bo An,2019,Conference Paper,Securing the Deep Fraud Detector in Large-Scale E-Commerce Platform via Adversarial Machine Learning Approach.,"['Qingyu Guo', 'Zhao Li', 'Pengrui Hui', 'Jiaming Huang', 'Long Zhang', 'Mengchen Zhao', 'Bo An']",6,WWW,A*
Bo An,2019,Informal Publication,Partial Label Learning with Self-Guided Retraining.,"['Lei Feng', 'Bo An']",1,CoRR,Unknown
Bo An,2019,Informal Publication,Collaboration based Multi-Label Learning.,"['Lei Feng', 'Shuo He', 'Bo An']",2,CoRR,Unknown
Bo An,2019,Informal Publication,Competitive Bridge Bidding with Deep Neural Networks.,"['Jiang Rong', 'Tao Qin', 'Bo An']",2,CoRR,Unknown
Bo An,2019,Informal Publication,Manipulating a Learning Defender and Ways to Counteract.,"['Jiarui Gan', 'Qingyu Guo', 'Long Tran-Thanh', 'Michael J. Wooldridge', 'Bo An']",4,CoRR,Unknown
Bo An,2019,Informal Publication,Social Cost Guarantees in Smart Route Guidance.,"['Paolo Serafino', 'Carmine Ventre', 'Long Tran-Thanh', 'Nick R. Jennings', 'Zhang Jie', 'Bo An']",5,CoRR,Unknown
Bo An,2019,Informal Publication,Learning Efficient Multi-agent Communication: An Information Bottleneck Approach.,"['Rundong Wang', 'Xu He', 'Runsheng Yu', 'Wei Qiu', 'Zinovi Rabinovich', 'Bo An']",5,CoRR,Unknown
Bo An,2019,Informal Publication,Inducing Cooperation via Team Regret Minimization based Multi-Agent Deep Reinforcement Learning.,"['Runsheng Yu', 'Zhenyu Shi', 'Xinrun Wang', 'Rundong Wang', 'Buhong Liu', 'Xinwen Hou', 'Hanjiang Lai', 'Bo An']",7,CoRR,Unknown
Bo An,2019,Informal Publication,Learning from Multiple Complementary Labels.,"['Lei Feng', 'Bo An']",1,CoRR,Unknown
Bo An,2018,Journal Article,Optimal defense against election control by deleting voter groups.,"['Yue Yin', 'Yevgeniy Vorobeychik', 'Noam Hazon', 'Bo An']",3,Artif. Intell.,Unknown
Bo An,2018,Journal Article,"Predicting Human Decision-Making: From Prediction to Action, Ariel Rosenfeld, Sarit Kraus. Morgan & Claypool Publishers (2018).",['Bo An'],0,Artif. Intell.,Unknown
Bo An,2018,Journal Article,Camera Placement Based on Vehicle Traffic for Better City Security Surveillance.,"['Xiaobo Ma', 'Yihui He', 'Xiapu Luo', 'Jianfeng Li', 'Mengchen Zhao', 'Xiaohong Guan', 'Bo An']",6,IEEE Intell. Syst.,Unknown
Bo An,2018,Journal Article,Active learning with confidence-based answers for crowdsourcing labeling tasks.,"['Jinhua Song', 'Hao Wang', 'Yang Gao', 'Bo An']",3,Knowl. Based Syst.,Unknown
Bo An,2018,Journal Article,Understanding Crowdsourcing Systems from a Multiagent Perspective and Approach.,"['Jiuchuan Jiang', 'Yichuan Jiang', 'Donghui Lin', 'Zhan Bu', 'Jie Cao', 'Zhifeng Hao', 'Bo An']",6,ACM Trans. Auton. Adapt. Syst.,Unknown
Bo An,2018,Journal Article,ACM TIST Special Issue on Urban Intelligence.,"['Nicholas R. Jennings', 'Zhenhui Jessie Li', 'Bo An']",2,ACM Trans. Intell. Syst. Technol.,Unknown
Bo An,2018,Journal Article,Optimal Electric Vehicle Fast Charging Station Placement Based on Game Theoretical Framework.,"['Yanhai Xiong', 'Jiarui Gan', 'Ana L. C. Bazzan', 'Miao Chun Yan', 'Bo An']",4,IEEE Trans. Intell. Transp. Syst.,Unknown
Bo An,2018,Conference Paper,Catching Captain Jack: Efficient Time and Space Dependent Patrols to Combat Oil-Siphoning in International Waters.,"['Xinrun Wang', 'Martin Strobel', 'Fookwai Kong', 'Bo An']",3,AAAI,B
Bo An,2018,Conference Paper,DyETC: Dynamic Electronic Toll Collection for Traffic Congestion Alleviation.,"['Haipeng Chen', 'Guni Sharon', 'Josiah P. Hanna', 'Peter Stone', 'Yeng Chai Soh', 'Miao Chun Yan', 'Bo An']",6,AAAI,B
Bo An,2018,Conference Paper,Optimal Spot-Checking for Improving Evaluation Accuracy of Peer Grading Systems.,"['Wanyuan Wang', 'Yichuan Jiang', 'Bo An']",2,AAAI,B
Bo An,2018,Conference Paper,Data Poisoning Attacks on Multi-Task Relationship Learning.,"['Mengchen Zhao', 'Yaodong Yu', 'Sulin Liu', 'Pan, Sinno Jialin', 'Bo An']",4,AAAI,B
Bo An,2018,Conference Paper,Dynamic Pricing for Reusable Resources in Competitive Market With Stochastic Demand.,"['Jiang Rong', 'Tao Qin', 'Bo An']",2,AAAI,B
Bo An,2018,Conference Paper,HogRider: Champion Agent of Microsoft Malmo Collaborative AI Challenge.,"['Yanhai Xiong', 'Haipeng Chen', 'Mengchen Zhao', 'Bo An']",3,AAAI,B
Bo An,2018,Conference Paper,Equilibrium Refinement in Security Games with Arbitrary Scheduling Constraints.,"['Kai Wang', 'Qingyu Guo', 'Phebe Vayanos', 'Milind Tambe', 'Bo An']",4,AAMAS,A*
Bo An,2018,Conference Paper,Inducible Equilibrium for Security Games.,"['Qingyu Guo', 'Jiarui Gan', 'Fei Fang', 'Long Tran-Thanh', 'Milind Tambe', 'Bo An']",5,AAMAS,A*
Bo An,2018,Conference Paper,Leveraging Latent Label Distributions for Partial Label Learning.,"['Lei Feng', 'Bo An']",1,IJCAI,A*
Bo An,2018,Conference Paper,Impression Allocation for Combating Fraud in E-commerce Via Deep Reinforcement Learning with Action Norm Penalty.,"['Mengchen Zhao', 'Zhao Li', 'Haifeng Lu', 'Yifan Yang', 'Chen Chu', 'Bo An']",5,IJCAI,A*
Bo An,2018,Conference Paper,Stackelberg Security Games: Looking Beyond a Decade of Success.,"['Arunesh Sinha', 'Fei Fang', 'Christopher Kiekintveld', 'Milind Tambe', 'Bo An']",4,IJCAI,A*
Bo An,2018,N/A,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Complexity: The PAAMS Collection - 16th International Conference, PAAMS 2018, Toledo, Spain, June 20-22, 2018, Proceedings.","['Yves Demazeau', 'Javier Bajo', 'Antonio Fernández-Caballero', 'Bo An']",3,Lecture Notes in Computer Science,Unknown
Bo An,2018,Informal Publication,On the Inducibility of Stackelberg Equilibrium for Security Games.,"['Qingyu Guo', 'Jiarui Gan', 'Fei Fang', 'Long Tran-Thanh', 'Milind Tambe', 'Bo An']",5,CoRR,Unknown
Bo An,2017,Journal Article,Human-computer negotiation in a three player market setting.,"['Galit Haim', ""Ya'akov (Kobi) Gal"", 'Sarit Kraus', 'Bo An']",3,Artif. Intell.,Unknown
Bo An,2017,Journal Article,PAWS - A Deployed Game-Theoretic Application to Combat Poaching.,"['Fei Fang', 'Thanh Hong Nguyen', 'Rob Pickles', 'Wai Y. Lam', 'Gopalasamy R. Clements', 'Amandeep Singh', 'Brian C. Schwedock', 'Milind Tambe', 'Andrew Lemieux', 'Bo An']",9,AI Mag.,Unknown
Bo An,2017,Journal Article,Artificial Intelligence Research in Singapore: Assisting the Development of a Smart Nation.,"['Pradeep Varakantham', 'Bryan Low', 'Zhang Jie', 'Bo An']",3,AI Mag.,Unknown
Bo An,2017,Journal Article,Game-Theoretic Considerations for Optimizing Taxi System Efficiency.,"['Jiarui Gan', 'Bo An']",1,IEEE Intell. Syst.,Unknown
Bo An,2017,Journal Article,Measuring the social influences of scientist groups based on multiple types of collaboration relations.,"['Jiuchuan Jiang', 'Peng Shi', 'Jianyong Yu', 'Chongjun Wang', 'Bo An']",4,Inf. Process. Manag.,Unknown
Bo An,2017,Journal Article,Workload Factoring and Resource Sharing via Joint Vertical and Horizontal Cloud Federation Networks.,"['Haipeng Chen', 'Dusit Niyato', 'Yeng Chai Soh', 'Miao Chun Yan', 'Bo An']",4,IEEE J. Sel. Areas Commun.,Unknown
Bo An,2017,Journal Article,Toward Efficient Team Formation for Crowdsourcing in Noncooperative Social Networks.,"['Wanyuan Wang', 'Jiuchuan Jiang', 'Yichuan Jiang', 'Bing Chen', 'Bo An']",4,IEEE Trans. Cybern.,Unknown
Bo An,2017,Journal Article,Data-Driven Frequency-Based Airline Profit Maximization.,"['Haipeng Chen', 'Noseong Park', 'V. S. Subrahmanian', 'Bo An']",3,ACM Trans. Intell. Syst. Technol.,Unknown
Bo An,2017,Conference Paper,POI2Vec: Geographical Latent Representation for Predicting Future Visitors.,"['Shanshan Feng', 'Yeow Meng Chee', 'Cong Gao', 'Bo An']",3,AAAI,B
Bo An,2017,Conference Paper,Security Games on a Plane.,"['Jiarui Gan', 'Yevgeniy Vorobeychik', 'Brian Gauch', 'Bo An']",3,AAAI,B
Bo An,2017,Conference Paper,Strategic Information Revelation and Commitment in Security Games.,"['Qingyu Guo', 'Branislav Bosanský', 'Christopher Kiekintveld', 'Bo An']",3,AAAI Workshops,Unknown
Bo An,2017,Conference Paper,Optimal Personalized Defense Strategy Against Man-In-The-Middle Attack.,"['Xiaohong Li', 'Shuxin Li', 'Jianye Hao', 'Zhiyong Feng', 'Bo An']",4,AAAI,B
Bo An,2017,Conference Paper,Revenue Maximization for Finitely Repeated Ad Auctions.,"['Jiang Rong', 'Tao Qin', 'Tie-Yan Liu', 'Bo An']",3,AAAI,B
Bo An,2017,Conference Paper,Stop Nuclear Smuggling Through Efficient Container Inspection.,"['Xinrun Wang', 'Qingyu Guo', 'Bo An']",2,AAMAS,A*
Bo An,2017,Conference Paper,Pricing Optimization for Selling Reusable Resources.,"['Jiang Rong', 'Tao Qin', 'Tie-Yan Liu', 'Bo An']",3,AAMAS,A*
Bo An,2017,Conference Paper,Nash Equilibrium and Decentralized Pricing for QoS Aware Service Composition in Cloud Computing Environments.,"['Li Pan', 'Shijun Liu', 'Lizhen Cui', 'Bo An']",3,ICWS,A
Bo An,2017,Conference Paper,Playing Repeated Network Interdiction Games with Semi-Bandit Feedback.,"['Qingyu Guo', 'Long Tran-Thanh', 'Bo An']",2,IJCAI,A*
Bo An,2017,Conference Paper,Comparing Strategic Secrecy and Stackelberg Commitment in Security Games.,"['Qingyu Guo', 'Branislav Bosanský', 'Christopher Kiekintveld', 'Bo An']",3,IJCAI,A*
Bo An,2017,Conference Paper,Defending Against Man-In-The-Middle Attack in Repeated Games.,"['Shuxin Li', 'Xiaohong Li', 'Jianye Hao', 'Zhiyong Feng', 'Kangjie Chen', 'Chengwei Zhang', 'Bo An']",6,IJCAI,A*
Bo An,2017,Conference Paper,Optimal Escape Interdiction on Transportation Networks.,"['Youzhi Zhang', 'Long Tran-Thanh', 'Zhen Wang', 'Jiarui Gan', 'Nicholas R. Jennings', 'Bo An']",5,IJCAI,A*
Bo An,2017,Conference Paper,Efficient Label Contamination Attacks Against Black-Box Learning Models.,"['Mengchen Zhao', 'Wei Gao', 'Teng Zhang', 'Bo An']",3,IJCAI,A*
Bo An,2017,Conference Paper,Game Theoretic Analysis of Security and Sustainability.,['Bo An'],0,IJCAI,A*
Bo An,2017,N/A,"Decision and Game Theory for Security - 8th International Conference, GameSec 2017, Vienna, Austria, October 23-25, 2017, Proceedings.","['Stefan Rass', 'Christopher Kiekintveld', 'Fei Fang', 'Stefan Schauer', 'Bo An']",4,Lecture Notes in Computer Science,Unknown
Bo An,2017,N/A,"PRIMA 2017: Principles and Practice of Multi-Agent Systems - 20th International Conference, Nice, France, October 30 - November 3, 2017, Proceedings.","['Ana L. C. Bazzan', 'João Leite', 'Serena Villata', 'Leendert W. N. van der Torre', 'Bo An']",4,Lecture Notes in Computer Science,Unknown
Bo An,2017,Informal Publication,Vehicle Traffic Driven Camera Placement for Better Metropolis Security Surveillance.,"['Xiaobo Ma', 'Yihui He', 'Xiapu Luo', 'Jianfeng Li', 'Mengchen Zhao', 'Xiaohong Guan', 'Bo An']",6,CoRR,Unknown
Bo An,2016,Journal Article,A simulation framework for measuring robustness of incentive mechanisms and its implementation in reputation systems.,"['Yuan Liu', 'Sandip Sen', 'Zhang Jie', 'Bo An']",3,Auton. Agents Multi Agent Syst.,Unknown
Bo An,2016,Journal Article,Alternating-offers bargaining in one-to-many and many-to-many settings.,"['Nicola Gatti', 'Victor R. Lesser', 'Bo An']",2,Ann. Math. Artif. Intell.,Unknown
Bo An,2016,Journal Article,Recent advances in Support Vector Machines.,"['Shifei Ding', 'Zhongzhi Shi', 'Dacheng Tao', 'Bo An']",3,Neurocomputing,Unknown
Bo An,2016,Conference Paper,Computing Optimal Monitoring Strategy for Detecting Terrorist Plots.,"['Zhen Wang', 'Yue Yin', 'Bo An']",2,AAAI,B
Bo An,2016,Conference Paper,Optimizing Personalized Email Filtering Thresholds to Mitigate Sequential Spear Phishing Attacks.,"['Mengchen Zhao', 'Christopher Kiekintveld', 'Bo An']",2,AAAI,B
Bo An,2016,Conference Paper,Efficient Average Reward Reinforcement Learning Using Constant Shifting Values.,"['Shangdong Yang', 'Yang Gao', 'Hao Wang', 'Xingguo Chen', 'Bo An']",4,AAAI,B
Bo An,2016,Conference Paper,Deploying PAWS: Field Optimization of the Protection Assistant for Wildlife Security.,"['Fei Fang', 'Thanh Hong Nguyen', 'Rob Pickles', 'Wai Y. Lam', 'Gopalasamy R. Clements', 'Amandeep Singh', 'Milind Tambe', 'Andrew Lemieux', 'Bo An']",8,AAAI,B
Bo An,2016,Conference Paper,Deploying PAWS to Combat Poaching: Game-Theoretic Patrolling in Areas with Complex Terrain (Demonstration).,"['Fei Fang', 'Thanh Hong Nguyen', 'Rob Pickles', 'Wai Y. Lam', 'Gopalasamy R. Clements', 'Amandeep Singh', 'Milind Tambe', 'Bo An']",7,AAAI,B
Bo An,2016,Conference Paper,Coalitional Security Games.,"['Qingyu Guo', 'Yevgeniy Vorobeychik', 'Long Tran-Thanh', 'Jiarui Gan', 'Miao Chun Yan', 'Bo An']",5,AAMAS,A*
Bo An,2016,Conference Paper,Measuring the Distance Between Finite Markov Decision Processes.,"['Jinhua Song', 'Yang Gao', 'Hao Wang', 'Bo An']",3,AAMAS,A*
Bo An,2016,Conference Paper,Optimal Pricing for Efficient Electric Vehicle Charging Station Management.,"['Yanhai Xiong', 'Jiarui Gan', 'Yeng Chai Soh', 'Miao Chun Yan', 'Bo An']",4,AAMAS,A*
Bo An,2016,Conference Paper,Optimal Sample Size for Adword Auctions: (Extended Abstract).,"['Jiang Rong', 'Tao Qin', 'Tie-Yan Liu', 'Bo An']",3,AAMAS,A*
Bo An,2016,Conference Paper,Modeling Bounded Rationality for Sponsored Search Auctions.,"['Jiang Rong', 'Tao Qin', 'Tie-Yan Liu', 'Bo An']",3,ECAI,A
Bo An,2016,Conference Paper,Efficient Resource Allocation for Protecting Coral Reef Ecosystems.,"['Yue Yin', 'Bo An']",1,IJCAI,A*
Bo An,2016,Conference Paper,Optimally Protecting Elections.,"['Yue Yin', 'Yevgeniy Vorobeychik', 'Noam Hazon', 'Bo An']",3,IJCAI,A*
Bo An,2016,Conference Paper,Optimal Interdiction of Illegal Network Flow.,"['Qingyu Guo', 'Yair Zick', 'Miao Chun Yan', 'Bo An']",3,IJCAI,A*
Bo An,2016,Conference Paper,MAP: Frequency-Based Maximization of Airline Profits based on an Ensemble Forecasting Approach.,"['Haipeng Chen', 'Noseong Park', 'V. S. Subrahmanian', 'Bo An']",3,KDD,A*
Bo An,2015,Journal Article,Multiagent Reinforcement Learning With Unshared Value Functions.,"['Yujing Hu', 'Yang Gao', 'Bo An']",2,IEEE Trans. Cybern.,Unknown
Bo An,2015,Journal Article,Accelerating Multiagent Reinforcement Learning by Equilibrium Transfer.,"['Yujing Hu', 'Yang Gao', 'Bo An']",2,IEEE Trans. Cybern.,Unknown
Bo An,2015,Conference Paper,Game Theoretic Considerations for Optimizing Efficiency of Taxi Systems.,"['Jiarui Gan', 'Bo An']",1,AAAI Workshop: Computational Sustainability,Unknown
Bo An,2015,Conference Paper,Security Games with Protection Externalities.,"['Jiarui Gan', 'Yevgeniy Vorobeychik', 'Bo An']",2,AAAI,B
Bo An,2015,Conference Paper,Optimizing Efficiency of Taxi Systems: Scaling-up and Handling Arbitrary Constraints.,"['Jiarui Gan', 'Miao Chun Yan', 'Bo An']",2,AAMAS,A*
Bo An,2015,Conference Paper,Learning in Multi-agent Systems with Sparse Interactions by Knowledge Transfer and Game Abstraction.,"['Yujing Hu', 'Yang Gao', 'Bo An']",2,AAMAS,A*
Bo An,2015,Conference Paper,Computing Quantal Response Equilibrium for Sponsored Search Auctions.,"['Jiang Rong', 'Tao Qin', 'Bo An']",2,AAMAS,A*
Bo An,2015,Conference Paper,Modeling Learner's Emotions with PAD.,"['Matthias Chan Yong Shun', 'Miao-Chun Yan', 'Cyril Leung', 'Bo An']",3,ICALT,B
Bo An,2015,Conference Paper,Learning Personality Modeling for Regulating Learning Feedback.,"['Matthias Chan Yong Shun', 'Miao-Chun Yan', 'Shen Zhiqi', 'Bo An']",3,ICALT,B
Bo An,2015,Conference Paper,Computing Optimal Mixed Strategies for Security Games with Dynamic Payoffs.,"['Yue Yin', 'Haifeng Xu', 'Jiarui Gan', 'Albert Xin Jiang', 'Bo An']",4,IJCAI,A*
Bo An,2015,Conference Paper,Optimal Electric Vehicle Charging Station Placement.,"['Yanhai Xiong', 'Jiarui Gan', 'Ana L. C. Bazzan', 'Miao Chun Yan', 'Bo An']",4,IJCAI,A*
Bo An,2015,N/A,"Agents and Data Mining Interaction - 10th International Workshop, ADMI 2014, Paris, France, May 5-9, 2014, Revised Selected Papers.","['Longbing Cao', 'Yifeng Zeng', 'Andreas L. Symeonidis', 'Vladimir Gorodetsky', 'Frans Coenen', 'Philip S. Yu', 'Bo An']",6,Lecture Notes in Computer Science,Unknown
Bo An,2014,Journal Article,An extended study on multi-objective security games.,"['Matthew Brown', 'Christopher Kiekintveld', 'Fernando Ordóñez', 'Milind Tambe', 'Bo An']",4,Auton. Agents Multi Agent Syst.,Unknown
Bo An,2014,Journal Article,Filtering trust opinions through reinforcement learning.,"['Cyril Leung', 'Miao Chun Yan', 'Shen Zhiqi', 'Yu Han', 'Bo An']",4,Decis. Support Syst.,Unknown
Bo An,2014,Conference Paper,Regret-Based Optimization and Preference Elicitation for Stackelberg Security Games with Uncertainty.,"['Thanh Hong Nguyen', 'Amulya Yadav', 'Milind Tambe', 'Craig Boutilier', 'Bo An']",4,AAAI,B
Bo An,2014,Conference Paper,Game-Theoretic Resource Allocation for Protecting Large Public Events.,"['Yue Yin', 'Manish Jain', 'Bo An']",2,AAAI,B
Bo An,2014,Conference Paper,Computing Solutions in Infinite-Horizon Discounted Adversarial Patrolling Games.,"['Yevgeniy Vorobeychik', 'Milind Tambe', 'Satinder Singh', 'Bo An']",3,ICAPS,A*
Bo An,2014,Conference Paper,Reputation-aware task allocation for human trustees.,"['Cyril Leung', 'Miao Chun Yan', 'Shen Zhiqi', 'Yu Han', 'Bo An']",4,AAMAS,A*
Bo An,2014,Conference Paper,A practical robustness measure of incentive mechanisms.,"['Yuan Liu', 'Sandip Sen', 'Zhang Jie', 'Bo An']",3,AAMAS,A*
Bo An,2014,Conference Paper,Modeling curiosity for virtual learning companions.,"['Qiong Wu', 'Miao Chun Yan', 'Bo An']",2,AAMAS,A*
Bo An,2014,Conference Paper,An efficient algorithm for taxi system optimization.,"['Jiarui Gan', 'Miao Chun Yan', 'Bo An']",2,AAMAS,A*
Bo An,2014,Conference Paper,Dynamic allocation of security resources for protecting public events.,"['Yue Yin', 'Manish Jain', 'Bo An']",2,AAMAS,A*
Bo An,2014,Conference Paper,Human-Computer Negotiation in Three-Player Market Settings.,"['Galit Haim', ""Ya'akov (Kobi) Gal"", 'Sarit Kraus', 'Bo An']",3,ECAI,A
Bo An,2014,Conference Paper,A New Paradigm for the Study of Corruption in Different Cultures.,"[""Ya'akov (Kobi) Gal"", 'Avi Rosenfeld', 'Sarit Kraus', 'Michele Gelfand', 'Jun Lin', 'Bo An']",5,SBP,Unknown
Bo An,2013,Journal Article,Bilateral bargaining with one-sided uncertain reserve prices.,"['Nicola Gatti', 'Victor R. Lesser', 'Bo An']",2,Auton. Agents Multi Agent Syst.,Unknown
Bo An,2013,Journal Article,A Deployed Quantal Response-Based Patrol Planning System for the U.S. Coast Guard.,"['Fernando Ordóñez', 'Milind Tambe', 'Eric Shieh', 'Rong Yang', 'Craig Baldwin', 'Joseph DiRenzo', 'Kathryn Moretti', 'Ben Maule', 'Garrett Meyer', 'Bo An']",9,Interfaces,B
Bo An,2013,Conference Paper,Security games with surveillance cost and optimal timing of attack execution.,"['Matthew Brown', 'Yevgeniy Vorobeychik', 'Milind Tambe', 'Bo An']",3,AAMAS,A*
Bo An,2013,Conference Paper,A reputation-aware decision-making approach for improving the efficiency of crowdsourcing systems.,"['Miao Chun Yan', 'Shen Zhiqi', 'Yu Han', 'Bo An']",3,AAMAS,A*
Bo An,2013,Conference Paper,A Reputation Management Approach for Resource Constrained Trustee Agents.,"['Cyril Leung', 'Victor R. Lesser', 'Miao Chun Yan', 'Yu Han', 'Bo An']",4,IJCAI,A*
Bo An,2013,Conference Paper,Optimal Pricing for Improving Efficiency of Taxi Systems.,"['Jiarui Gan', 'Haizhong Wang', 'Xiaoming Sun', 'Zhongzhi Shi', 'Bo An']",4,IJCAI,A*
Bo An,2013,Book Chapter,Security Games Applied to Real-World: Research Contributions and Challenges.,"['Manish Jain', 'Milind Tambe', 'Bo An']",2,Moving Target Defense,Unknown
Bo An,2012,Journal Article,"An Overview of Recent Application Trends at the AAMAS Conference: Security, Sustainability and Safety.","['Manish Jain', 'Milind Tambe', 'Bo An']",2,AI Mag.,Unknown
Bo An,2012,Journal Article,Reports of the AAAI 2012 Spring Symposia.,"['Harith Alani', 'Manish Jain', 'Takashi Kido', 'George Dimitri Konidaris', 'William F. Lawless', 'David L. Martin', 'Caroline Pantofaru', 'Donald A. Sofge', 'Keiki Takadama', 'Milind Tambe', 'Tomas Vitvar', 'Bo An']",11,AI Mag.,Unknown
Bo An,2012,Journal Article,PROTECT - A Deployed Game Theoretic System for Strategic Security Allocation for the United States Coast Guard.,"['Eric Shieh', 'Milind Tambe', 'Rong Yang', 'Craig Baldwin', 'Joseph DiRenzo', 'Ben Maule', 'Garrett Meyer', 'Bo An']",7,AI Mag.,Unknown
Bo An,2012,Conference Paper,Security Games with Limited Surveillance.,"['David Kempe', 'Christopher Kiekintveld', 'Eric Shieh', 'Satinder Singh', 'Milind Tambe', 'Yevgeniy Vorobeychik', 'Bo An']",6,AAAI,B
Bo An,2012,Conference Paper,PROTECT: An Application of Computational Game Theory for the Security of the Ports of the United States.,"['Eric Anyung Shieh', 'Rong Yang', 'Milind Tambe', 'Craig Baldwin', 'Joseph DiRenzo', 'Ben Maule', 'Garrett Meyer', 'Bo An']",7,AAAI,B
Bo An,2012,Conference Paper,Security Games with Limited Surveillance: An Initial Report.,"['David Kempe', 'Christopher Kiekintveld', 'Eric Anyung Shieh', 'Satinder Singh', 'Milind Tambe', 'Yevgeniy Vorobeychik', 'Bo An']",6,"AAAI Spring Symposium: Game Theory for Security, Sustainability, and Health",Unknown
Bo An,2012,Conference Paper,Getting Started on a Real-World Challenge Problem in Computational Game Theory and Beyond.,"['Milind Tambe', 'Bo An']",1,"AAAI Spring Symposium: AI, The Fundamental Social Aggregation Challenge",Unknown
