Full Name,Year,Type of Publication,Title,List of Coauthors,Num of Coauthors,Venue,CORE Rank
Bo An,2012,Conference Paper,Game Theory for Security: A Real-World Challenge Problem for Multiagent Systems and Beyond.,"['Milind Tambe', 'Bo An']",1,"AAAI Spring Symposium: Game Theory for Security, Sustainability, and Health",Unknown
Bo An,2012,Conference Paper,Adversarial Patrolling Games.,"['Yevgeniy Vorobeychik', 'Milind Tambe', 'Bo An']",2,"AAAI Spring Symposium: Game Theory for Security, Sustainability, and Health",Unknown
Bo An,2012,Conference Paper,PROTECT: a deployed game theoretic system to protect the ports of the United States.,"['Eric Shieh', 'Rong Yang', 'Milind Tambe', 'Craig Baldwin', 'Joseph DiRenzo', 'Ben Maule', 'Garrett Meyer', 'Bo An']",7,AAMAS,A*
Bo An,2012,Conference Paper,Multi-objective optimization for security games.,"['Matthew Brown', 'Christopher Kiekintveld', 'Fernando Ordóñez', 'Milind Tambe', 'Bo An']",4,AAMAS,A*
Bo An,2012,Conference Paper,Adversarial patrolling games.,"['Yevgeniy Vorobeychik', 'Milind Tambe', 'Bo An']",2,AAMAS,A*
Bo An,2012,Conference Paper,Challenges and Opportunities for Trust Management in Crowdsourcing.,"['Miao Chun Yan', 'Shen Zhiqi', 'Yu Han', 'Bo An']",3,IAT,Unknown
Bo An,2012,Conference Paper,An Adaptive Witness Selection Method for Reputation-Based Trust Models.,"['Shen Zhiqi', 'Yu Han', 'Bo An']",2,PRIMA,B
Bo An,2012,Book Chapter,Yushu: A Heuristic-Based Agent for Automated Negotiating Competition.,"['Victor R. Lesser', 'Bo An']",1,New Trends in Agent-Based Complex Automated Negotiations,Unknown
Bo An,2011,Journal Article,Strategic agents for multi-resource negotiation.,"['Victor R. Lesser', 'Kwang Mong Sim', 'Bo An']",2,Auton. Agents Multi Agent Syst.,Unknown
Bo An,2011,Journal Article,GUARDS and PROTECT: next generation applications of security games.,"['James Pita', 'Eric Anyung Shieh', 'Milind Tambe', 'Christopher Kiekintveld', 'Janusz Marecki', 'Bo An']",5,SIGecom Exch.,Unknown
Bo An,2011,Conference Paper,Refinement of Strong Stackelberg Equilibria in Security Games.,"['Milind Tambe', 'Fernando Ordóñez', 'Eric Anyung Shieh', 'Christopher Kiekintveld', 'Bo An']",4,AAAI,B
Bo An,2011,Conference Paper,Mixed-Initiative Optimization in Security Games: A Preliminary Report.,"['Manish Jain', 'Milind Tambe', 'Christopher Kiekintveld', 'Bo An']",3,AAAI Spring Symposium: Help Me Help You: Bridging the Gaps in Human-Agent Collaboration,Unknown
Bo An,2011,Conference Paper,Agent-mediated multi-step optimization for resource allocation in distributed sensor networks.,"['Victor R. Lesser', 'David Westbrook', 'Michael Zink', 'Bo An']",3,AAMAS,A*
Bo An,2011,Conference Paper,Negotiation over decommitment penalty.,"['Victor R. Lesser', 'Bo An']",1,AAMAS,A*
Bo An,2011,Conference Paper,Game Theory for Security: An Important Challenge for Multiagent Systems.,"['Milind Tambe', 'Bo An']",1,EUMAS,C
Bo An,2010,Journal Article,Characterizing Contract-Based Multiagent Resource Allocation in Networks.,"['Victor R. Lesser', 'Bo An']",1,IEEE Trans. Syst. Man Cybern. Part B,Unknown
Bo An,2010,Conference Paper,Automated negotiation with decommitment for dynamic resource allocation in cloud computing.,"['Victor R. Lesser', 'David E. Irwin', 'Michael Zink', 'Bo An']",3,AAMAS,A*
Bo An,2010,Conference Paper,Searching for pure strategy equilibria in bilateral bargaining with one-sided uncertainty.,"['Nicola Gatti', 'Victor R. Lesser', 'Bo An']",2,AAMAS,A*
Bo An,2010,Conference Paper,Multi-Agent Asynchronous Negotiation Based on Time-Delay.,"['Lianggui Tang', 'Bo An']",1,LSMS/ICSEE (1),Unknown
Bo An,2009,Journal Article,Evolving Best-Response Strategies for Market-Driven Agents Using Aggregative Fitness GA.,"['Kwang Mong Sim', 'Bo An']",1,IEEE Trans. Syst. Man Cybern. Part C,Unknown
Bo An,2009,Conference Paper,Bilateral Bargaining with One-Sided Two-Type Uncertainty.,"['Nicola Gatti', 'Victor R. Lesser', 'Bo An']",2,IAT,Unknown
Bo An,2009,Conference Paper,Extending Alternating-Offers Bargaining in One-to-Many and Many-to-Many Settings.,"['Nicola Gatti', 'Victor R. Lesser', 'Bo An']",2,IAT,Unknown
Bo An,2008,Conference Paper,Heuristics for negotiation schedules in multi-plan optimization.,"['Fred Douglis', 'Fan Ye', 'Bo An']",2,AAMAS (2),Unknown
Bo An,2008,Conference Paper,Decommitment in multi-resource negotiation.,"['Victor R. Lesser', 'Kwang Mong Sim', 'Bo An']",2,AAMAS (3),Unknown
Bo An,2007,Journal Article,Algorithms for Transitive Dependence-Based Coalition Formation.,"['Daijie Cheng', 'Miao Chun Yan', 'Shen Zhiqi', 'Bo An']",3,IEEE Trans. Ind. Informatics,Unknown
Bo An,2007,Conference Paper,Evolving the best-response strategy to decide when to make a proposal.,"['Kwang Mong Sim', 'Victor R. Lesser', 'Bo An']",2,IEEE Congress on Evolutionary Computation,B
Bo An,2007,Conference Paper,An Application of Automated Negotiation to Distributed Task Allocation.,"['Michael Krainin', 'Victor R. Lesser', 'Bo An']",2,IAT,Unknown
Bo An,2007,Conference Paper,Market Based Resource Allocation with Incomplete Information.,"['Miao Chun Yan', 'Shen Zhiqi', 'Bo An']",2,IJCAI,A*
Bo An,2007,Conference Paper,An Agent Reinforcement Learning Model Based on Neural Networks.,"['Lianggui Tang', 'Daijie Cheng', 'Bo An']",2,LSMS (1),Unknown
Bo An,2006,Journal Article,Fuzzy cognitive maps for dynamic grid service negotiation.,"['Jianshu Weng', 'Angela Goh', 'Miao Chun Yan', 'Shen Zhiqi', 'Bo An']",4,Multiagent Grid Syst.,Unknown
Bo An,2006,Journal Article,Continuous-Time Negotiation Mechanism for Software Agents.,"['Kwang Mong Sim', 'Liang Gui Tang', 'Shuang Qing Li', 'Dai Jie Cheng', 'Bo An']",4,IEEE Trans. Syst. Man Cybern. Part B,Unknown
Bo An,2005,Journal Article,A Coalition Formation Framework Based on Transitive Dependence.,"['Daijie Cheng', 'Miao Chun Yan', 'Bo An']",2,IEICE Trans. Inf. Syst.,Unknown
Bo An,2005,Conference Paper,Transitive Dependence Based Formation of Virtual Organizations.,"['Yuan Miao', 'Daijie Cheng', 'Miao Chun Yan', 'Shen Zhiqi', 'Bo An']",4,CIS (1),Unknown
Bo An,2005,Conference Paper,Toward Transitive Dependence in MAS.,"['Lianggui Tang', 'Shuangqing Li', 'Daijie Cheng', 'Miao Chun Yan', 'Bo An']",4,IDEAL,C
Bo An,2005,Conference Paper,A Transitive Dependence Based Social Reasoning Mechanism for Coalition Formation.,"['Lianggui Tang', 'Shuangqing Li', 'Daijie Cheng', 'Miao Chun Yan', 'Bo An']",4,IDEAL,C
Bo An,2004,Conference Paper,A Negotiation Strategy based on Uncompromising Degree.,"['Lianggui Tang', 'Shuangqing Li', 'Daijie Cheng', 'Bo An']",3,IAT,Unknown
Li Boyang,2023,Journal Article,Improving Tail-Class Representation with Centroid Contrastive Learning.,"['Anthony Meng Huat Tiong', 'Junnan Li', 'Caiming Xiong', 'Steven C. H. Hoi', 'Li Boyang', 'Lin Guosheng']",6,Pattern Recognit. Lett.,Unknown
Li Boyang,2023,Conference Paper,From Images to Textual Prompts: Zero-shot Visual Question Answering with Frozen Large Language Models.,"['Jiaxian Guo', 'Junnan Li', 'Dongxu Li', 'Anthony Meng Huat Tiong', 'Dacheng Tao', 'Steven C. H. Hoi', 'Li Boyang']",7,CVPR,A*
Li Boyang,2023,Informal Publication,History-Aware Hierarchical Transformer for Multi-session Open-domain Dialogue System.,"['Tong Zhang', 'Yong Liu', 'Zhiwei Zeng', 'Pengwei Wang', 'Yuan You', 'Lizhen Cui', 'Li Boyang', 'Miao Chun Yan']",8,CoRR,Unknown
Li Boyang,2023,Informal Publication,InstructBLIP: Towards General-purpose Vision-Language Models with Instruction Tuning.,"['Wenliang Dai', 'Junnan Li', 'Dongxu Li', 'Anthony Meng Huat Tiong', 'Junqi Zhao', 'Weisheng Wang', 'Pascale Fung', 'Steven C. H. Hoi', 'Li Boyang']",9,CoRR,Unknown
Li Boyang,2023,Informal Publication,May I Ask a Follow-up Question? Understanding the Benefits of Conversations in Neural Network Explainability.,"['Tong Zhang', 'X. Jessie Yang', 'Li Boyang']",3,CoRR,Unknown
Li Boyang,2022,Journal Article,Semi-Supervised Federated Heterogeneous Transfer Learning.,"['Siwei Feng', 'Qiang Yang', 'Li Boyang', 'Liu Yang', 'Yu Han']",5,Knowl. Based Syst.,Unknown
Li Boyang,2022,Journal Article,Federated Learning for Personalized Humor Recognition.,"['Xu Guo', 'Hao Wang', 'Pengwei Xing', 'Siwei Feng', 'Zaiqing Nie', 'Li Boyang', 'Miao Chun Yan', 'Yu Han']",8,ACM Trans. Intell. Syst. Technol.,Unknown
Li Boyang,2022,Conference Paper,Toward Knowledge-Enriched Conversational Recommendation Systems.,"['Tong Zhang', 'Yong Liu', 'Peixiang Zhong', 'Chen Zhang', 'Hao Wang', 'Li Boyang', 'Miao Chun Yan']",7,ConvAI@ACL,Unknown
Li Boyang,2022,Conference Paper,VisualGPT: Data-efficient Adaptation of Pretrained Language Models for Image Captioning.,"['Jun Chen', 'Han Guo', 'Kai Yi', 'Mohamed Elhoseiny', 'Li Boyang']",5,CVPR,A*
Li Boyang,2022,Conference Paper,Plug-and-Play VQA: Zero-shot VQA by Conjoining Large Pretrained Models with Zero Training.,"['Anthony Meng Huat Tiong', 'Junnan Li', 'Silvio Savarese', 'Steven C. H. Hoi', 'Li Boyang']",5,EMNLP (Findings),Unknown
Li Boyang,2022,Conference Paper,History-Aware Hierarchical Transformer for Multi-session Open-domain Dialogue System.,"['Tong Zhang', 'Yong Liu', 'Zhiwei Zeng', 'Pengwei Wang', 'Yuan You', 'Lizhen Cui', 'Li Boyang', 'Miao Chun Yan']",8,EMNLP (Findings),Unknown
Li Boyang,2022,Informal Publication,Efficient Self-supervised Vision Pretraining with Local Masked Reconstruction.,"['Jun Chen', 'Ming Hu', 'Mohamed Elhoseiny', 'Li Boyang']",4,CoRR,Unknown
Li Boyang,2022,Informal Publication,Minimalist and High-performance Conversational Recommendation with Uncertainty Estimation for User Preference.,"['Yinan Zhang', 'Yong Liu', 'You Yuan', 'Li Boyang', 'Miao Chun Yan']",5,CoRR,Unknown
Li Boyang,2022,Informal Publication,Plug-and-Play VQA: Zero-shot VQA by Conjoining Large Pretrained Models with Zero Training.,"['Anthony Meng Huat Tiong', 'Junnan Li', 'Silvio Savarese', 'Steven C. H. Hoi', 'Li Boyang']",5,CoRR,Unknown
Li Boyang,2022,Informal Publication,From Images to Textual Prompts: Zero-shot VQA with Frozen Large Language Models.,"['Jiaxian Guo', 'Junnan Li', 'Dongxu Li', 'Anthony Meng Huat Tiong', 'Dacheng Tao', 'Steven C. H. Hoi', 'Li Boyang']",7,CoRR,Unknown
Li Boyang,2021,Journal Article,Proof of Learning (PoLe): Empowering neural network training with consensus building on blockchains.,"['Yuan Liu', 'Yixiao Lan', 'Zhihong Tian', 'Li Boyang', 'Miao Chun Yan']",5,Comput. Networks,Unknown
Li Boyang,2021,Journal Article,An Empirical Study on the Relation Between Network Interpretability and Adversarial Robustness.,"['Adam Noack', 'Isaac Ahern', 'Dejing Dou', 'Li Boyang']",4,SN Comput. Sci.,Unknown
Li Boyang,2021,Conference Paper,HyDRA: Hypergradient Data Relevance Analysis for Interpreting Deep Neural Networks.,"['Yuanyuan Chen', 'Pengcheng Wu', 'Li Boyang', 'Miao Chun Yan', 'Yu Han']",5,AAAI,B
Li Boyang,2021,Conference Paper,Proof of Learning (PoLe): Empowering Machine Learning with Consensus Building on Blockchains (Demo).,"['Yixiao Lan', 'Yuan Liu', 'Li Boyang', 'Miao Chun Yan']",4,AAAI,B
Li Boyang,2021,Conference Paper,Noise-Resistant Deep Metric Learning With Ranking-Based Instance Selection.,"['Chang Liu', 'Zhanning Gao', 'Peiran Ren', 'Xuansong Xie', 'Lizhen Cui', 'Li Boyang', 'Miao Chun Yan', 'Shen Zhiqi', 'Yu Han']",9,CVPR,A*
Li Boyang,2021,Conference Paper,Exploring Long Tail Visual Relationship Recognition with Large Vocabulary.,"['Sherif Abdelkarim', 'Aniket Agarwal', 'Panos Achlioptas', 'Jun Chen', 'Jiaji Huang', 'Kenneth Church', 'Mohamed Elhoseiny', 'Li Boyang']",8,ICCV,A*
Li Boyang,2021,Conference Paper,Initialization Matters: Regularizing Manifold-informed Initialization for Neural Recommendation Systems.,"['Yinan Zhang', 'Yong Liu', 'Hao Wang', 'Li Boyang', 'Miao Chun Yan']",5,KDD,A*
Li Boyang,2021,Conference Paper,Latent-Optimized Adversarial Neural Transfer for Sarcasm Detection.,"['Xu Guo', 'Li Boyang', 'Miao Chun Yan', 'Yu Han']",4,NAACL-HLT,Unknown
Li Boyang,2021,Conference Paper,Data-efficient Alignment of Multimodal Sequences by Aligning Gradient Updates and Internal Feature Distributions.,"['Jianan Wang', 'Xiangyu Fan', 'Jing Lin', 'Yanwei Fu', 'Li Boyang']",5,WACV,A
Li Boyang,2021,Informal Publication,HYDRA: Hypergradient Data Relevance Analysis for Interpreting Deep Neural Networks.,"['Yuanyuan Chen', 'Pengcheng Wu', 'Li Boyang', 'Miao Chun Yan', 'Yu Han']",5,CoRR,Unknown
Li Boyang,2021,Informal Publication,VisualGPT: Data-efficient Image Captioning by Balancing Visual Input and Linguistic Knowledge from Pretraining.,"['Jun Chen', 'Han Guo', 'Kai Yi', 'Mohamed Elhoseiny', 'Li Boyang']",5,CoRR,Unknown
Li Boyang,2021,Informal Publication,Noise-resistant Deep Metric Learning with Ranking-based Instance Selection.,"['Chang Liu', 'Zhanning Gao', 'Peiran Ren', 'Xuansong Xie', 'Lizhen Cui', 'Li Boyang', 'Miao Chun Yan', 'Shen Zhiqi', 'Yu Han']",9,CoRR,Unknown
Li Boyang,2021,Informal Publication,Latent-Optimized Adversarial Neural Transfer for Sarcasm Detection.,"['Xu Guo', 'Li Boyang', 'Miao Chun Yan', 'Yu Han']",4,CoRR,Unknown
Li Boyang,2021,Informal Publication,Initialization Matters: Regularizing Manifold-informed Initialization for Neural Recommendation Systems.,"['Yinan Zhang', 'Yong Liu', 'Hao Wang', 'Li Boyang', 'Miao Chun Yan']",5,CoRR,Unknown
Li Boyang,2021,Informal Publication,Noise-Resistant Deep Metric Learning with Probabilistic Instance Filtering.,"['Chang Liu', 'Zhanning Gao', 'Peiran Ren', 'Xuansong Xie', 'Lizhen Cui', 'Li Boyang', 'Miao Chun Yan', 'Shen Zhiqi', 'Yu Han']",9,CoRR,Unknown
Li Boyang,2021,Informal Publication,Improving Tail-Class Representation with Centroid Contrastive Learning.,"['Anthony Meng Huat Tiong', 'Junnan Li', 'Caiming Xiong', 'Steven C. H. Hoi', 'Li Boyang', 'Lin Guosheng']",6,CoRR,Unknown
Li Boyang,2020,Journal Article,Predicting Personality from Book Preferences with User-Generated Content Labels.,"['Ng Annalyn', 'Maarten W. Bos', 'Leonid Sigal', 'Li Boyang']",4,IEEE Trans. Affect. Comput.,Unknown
Li Boyang,2020,Journal Article,"A Multi-Task Neural Approach for Emotion Attribution, Classification, and Summarization.","['Guoyun Tu', 'Yanwei Fu', 'Jiarui Gao', 'Yu-Gang Jiang', 'Xiangyang Xue', 'Li Boyang']",6,IEEE Trans. Multim.,Unknown
Li Boyang,2020,Informal Publication,Long-tail Visual Relationship Recognition with a Visiolinguistic Hubless Loss.,"['Sherif Abdelkarim', 'Panos Achlioptas', 'Jiaji Huang', 'Kenneth Church', 'Mohamed Elhoseiny', 'Li Boyang']",6,CoRR,Unknown
Li Boyang,2020,Informal Publication,Data-efficient Alignment of Multimodal Sequences by Aligning Gradient Updates and Internal Feature Distributions.,"['Jianan Wang', 'Xiangyu Fan', 'Jing Lin', 'Yanwei Fu', 'Li Boyang']",5,CoRR,Unknown
Li Boyang,2020,Informal Publication,Federated Learning with Diversified Preference for Humor Recognition.,"['Xu Guo', 'Pengwei Xing', 'Siwei Feng', 'Li Boyang', 'Miao Chun Yan']",5,CoRR,Unknown
Li Boyang,2019,Conference Paper,Understanding Actors and Evaluating Personae with Gaussian Embeddings.,"['Hannah Kim', 'Denys Katerenchuk', 'Daniel Billet', 'Jun Huan', 'Haesun Park', 'Li Boyang']",6,AAAI,B
Li Boyang,2019,Conference Paper,Joint Event Detection and Description in Continuous Video Streams.,"['Huijuan Xu', 'Vasili Ramanishka', 'Leonid Sigal', 'Kate Saenko', 'Li Boyang']",5,WACV Workshops,Unknown
Li Boyang,2019,Conference Paper,Joint Event Detection and Description in Continuous Video Streams.,"['Huijuan Xu', 'Vasili Ramanishka', 'Leonid Sigal', 'Kate Saenko', 'Li Boyang']",5,WACV,A
Li Boyang,2019,Informal Publication,NormLime: A New Feature Importance Metric for Explaining Deep Neural Networks.,"['Isaac Ahern', 'Adam Noack', 'Luis Guzman-Nateras', 'Dejing Dou', 'Jun Huan', 'Li Boyang']",6,CoRR,Unknown
Li Boyang,2019,Informal Publication,Does Interpretability of Neural Networks Imply Adversarial Robustness?,"['Adam Noack', 'Isaac Ahern', 'Dejing Dou', 'Li Boyang']",4,CoRR,Unknown
Li Boyang,2019,Informal Publication,Searching for Stage-wise Neural Graphs In the Limit.,"['Xin Zhou', 'Dejing Dou', 'Li Boyang']",3,CoRR,Unknown
Li Boyang,2018,Journal Article,"Heterogeneous Knowledge Transfer in Video Emotion Recognition, Attribution and Summarization.","['Baohan Xu', 'Yanwei Fu', 'Yu-Gang Jiang', 'Leonid Sigal', 'Li Boyang']",5,IEEE Trans. Affect. Comput.,Unknown
Li Boyang,2018,Conference Paper,A Neural Multi-Sequence Alignment TeCHnique (NeuMATCH).,"['Pelin Dogan', 'Leonid Sigal', 'Markus H. Gross', 'Li Boyang']",4,CVPR,A*
Li Boyang,2018,Conference Paper,Annotating High-Level Structures of Short Stories and Personal Anecdotes.,"['Beth Cardier', 'Tong Wang', 'Florian Metze', 'Li Boyang']",4,LREC,B
Li Boyang,2018,Informal Publication,Joint Event Detection and Description in Continuous Video Streams.,"['Huijuan Xu', 'Vasili Ramanishka', 'Leonid Sigal', 'Kate Saenko', 'Li Boyang']",5,CoRR,Unknown
Li Boyang,2018,Informal Publication,LSTM stack-based Neural Multi-sequence Alignment TeCHnique (NeuMATCH).,"['Pelin Dogan', 'Leonid Sigal', 'Markus H. Gross', 'Li Boyang']",4,CoRR,Unknown
Li Boyang,2018,Informal Publication,"Learning Joint Gaussian Representations for Movies, Actors, and Literary Characters.","['Hannah Kim', 'Denys Katerenchuk', 'Daniel Billet', 'Haesun Park', 'Li Boyang']",5,CoRR,Unknown
Li Boyang,2018,Informal Publication,"A Multi-task Neural Approach for Emotion Attribution, Classification and Summarization.","['Guoyun Tu', 'Yanwei Fu', 'Jiarui Gao', 'Yu-Gang Jiang', 'Xiangyang Xue', 'Li Boyang']",6,CoRR,Unknown
Li Boyang,2017,Conference Paper,Collaborative Storytelling between Robot and Child: A Feasibility Study.,"['Ming Sun', 'Iolanda Leite', 'Jill Fain Lehman', 'Li Boyang']",4,IDC,C
Li Boyang,2017,Conference Paper,Scheduling Live Interactive Narratives with Mixed-Integer Linear Programming.,"['Sasha Azad', 'Jingyang Xu', 'Haining Yu', 'Li Boyang']",4,AIIDE,Unknown
Li Boyang,2017,Conference Paper,Game Engine Learning from Video.,"['Matthew Guzdial', 'Mark O. Riedl', 'Li Boyang']",3,IJCAI,A*
Li Boyang,2017,Conference Paper,Predicting the Quality of Short Narratives from Social Media.,"['Tong Wang', 'Ping Chen', 'Li Boyang']",3,IJCAI,A*
Li Boyang,2017,Conference Paper,Learning and Reusing Dialog for Repeated Interactions with a Situated Social Agent.,"['James Kennedy', 'Iolanda Leite', 'André Pereira', 'Ming Sun', 'Rishub Jain', 'Ricson Cheng', 'Eli Pincus', 'Elizabeth J. Carter', 'Jill Fain Lehman', 'Li Boyang']",10,IVA,B
Li Boyang,2017,Informal Publication,Predicting the Quality of Short Narratives from Social Media.,"['Tong Wang', 'Ping Chen', 'Li Boyang']",3,CoRR,Unknown
Li Boyang,2017,Informal Publication,Predicting Personality from Book Preferences with User-Generated Content Labels.,"['Ng Annalyn', 'Maarten W. Bos', 'Leonid Sigal', 'Li Boyang']",4,CoRR,Unknown
Li Boyang,2017,Informal Publication,Annotating High-Level Structures of Short Stories and Personal Anecdotes.,"['Beth Cardier', 'Tong Wang', 'Florian Metze', 'Li Boyang']",4,CoRR,Unknown
Li Boyang,2016,Journal Article,The AIIDE 2015 Workshop Program.,"['Camille Barot', 'Michael Buro', 'Michael Cook', 'Mirjam Palosaari Eladhari', 'Antonios Liapis', 'Magnus Johansson', 'Josh McCoy', 'Santiago Ontañón', 'Jonathan P. Rowe', 'Emmett Tomai', 'Harko Verhagen', 'Alexander Zook', 'Li Boyang']",13,AI Mag.,Unknown
Li Boyang,2016,Conference Paper,Multiplicative Representations for Unsupervised Semantic Role Induction.,"['Yi Luan', 'Yangfeng Ji', 'Hannaneh Hajishirzi', 'Li Boyang']",4,ACL (2),Unknown
Li Boyang,2016,Conference Paper,PlotShot: Generating Discourse-Constrained Stories Around Photos.,"['Rogelio Enrique Cardona-Rivera', 'Li Boyang']",2,AIIDE,Unknown
Li Boyang,2016,Conference Paper,Semi-situated learning of verbal and nonverbal content for repeated human-robot interaction.,"['Iolanda Leite', 'André Pereira', 'Allison Funkhouser', 'Jill Fain Lehman', 'Li Boyang']",5,ICMI,B
Li Boyang,2016,Conference Paper,Video Emotion Recognition with Transferred Deep Feature Encodings.,"['Baohan Xu', 'Yanwei Fu', 'Yu-Gang Jiang', 'Leonid Sigal', 'Li Boyang']",5,ICMR,B
Li Boyang,2015,Book,Learning knowledge to support domain-independent narrative intelligence.,['Li Boyang'],1,UNK,Unknown
Li Boyang,2015,Conference Paper,Scheherazade: Crowd-Powered Interactive Narrative Generation.,"['Mark O. Riedl', 'Li Boyang']",2,AAAI,B
